Yil,Kilometre,Motor_Hacmi,Motor_Gucu,Tork,Hizlanma_0_100,Maks_Hiz,Uzunluk,Genislik,Yukseklik,Bos_Agirlik,Koltuk_Sayisi,Bagaj_Hacmi,Silindir_Sayisi,Ort_Kasko,Marka,Vites_Tipi,Yakit_Tipi,Kasa_Tipi,Cekis,Kimden,Fiyat,Tahmin_Fiyat,Gercek_Fiyat,Fark_TL,Fark_Pct,Durum
2025,6001.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2725000.0,2631839,2725000,93160,3.5,MAKUL
2018,78000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1779750.0,1745979,1779750,33770,1.9,MAKUL
2017,90000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1700000.0,1691160,1700000,8839,0.5,MAKUL
2017,72000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,1600000.0,1599634,1600000,365,0.0,MAKUL
2015,56000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,1395000.0,1400367,1395000,-5367,-0.4,MAKUL
2020,98000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1895000.0,1934165,1895000,-39165,-2.0,MAKUL
2024,22000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2629900.0,2614756,2629900,15143,0.6,MAKUL
2019,81000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1810000.0,1552249,1810000,257750,16.6,PAHALI
2021,77633.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Yetkili Bayiden,1998000.0,2034316,1998000,-36316,-1.8,MAKUL
2021,67000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2175000.0,2140286,2175000,34713,1.6,MAKUL
2021,58350.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Yetkili Bayiden,2090000.0,2108463,2090000,-18463,-0.9,MAKUL
2019,51000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1885000.0,1891013,1885000,-6013,-0.3,MAKUL
2020,84500.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1875000.0,1691919,1875000,183080,10.8,PAHALI
2020,108000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1965000.0,1926037,1965000,38962,2.0,MAKUL
2018,139000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1759750.0,1741234,1759750,18515,1.1,MAKUL
2020,177000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1475000.0,1539829,1475000,-64829,-4.2,MAKUL
2023,28000.0,1598.0,180.0,,9.0,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,2650000.0,2599513,2650000,50486,1.9,MAKUL
2017,80000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1739500.0,1669153,1739500,70346,4.2,MAKUL
2023,43000.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,2110000.0,2104197,2110000,5802,0.3,MAKUL
2023,46000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1950950.0,2008062,1950950,-57112,-2.8,MAKUL
2018,73000.0,1591.0,132.0,,12.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1550000.0,1580815,1550000,-30815,-1.9,MAKUL
2024,22000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2649900.0,2614756,2649900,35143,1.3,MAKUL
2012,89900.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Galeriden,1090000.0,1094073,1090000,-4073,-0.4,MAKUL
2017,129800.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1649900.0,1629150,1649900,20749,1.3,MAKUL
2020,53000.0,1591.0,177.0,,8.9,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1879500.0,1895503,1879500,-16003,-0.8,MAKUL
2016,99000.0,1591.0,132.0,,11.5,,4475.0,1850.0,1660.0,,5.0,,4.0,16927.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Galeriden,1279000.0,1290086,1279000,-11086,-0.9,MAKUL
2022,209000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1630000.0,1634582,1630000,-4582,-0.3,MAKUL
2024,41000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1460000.0,1545402,1460000,-85402,-5.5,MAKUL
2024,62985.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1359000.0,1307473,1359000,51526,3.9,MAKUL
2012,277000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Galeriden,699999.0,727661,699999,-27662,-3.8,MAKUL
2021,27000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,2489000.0,2479034,2489000,9965,0.4,MAKUL
2023,125000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1189000.0,1197627,1189000,-8627,-0.7,MAKUL
2024,40000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1150000.0,1279276,1150000,-129276,-10.1,FIRSAT
2025,7000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1610000.0,1605891,1610000,4108,0.3,MAKUL
2024,25000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2490000.0,2529084,2490000,-39084,-1.5,MAKUL
2020,78000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,1799850.0,1877104,1799850,-77254,-4.1,MAKUL
2023,45000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2059000.0,2063160,2059000,-4160,-0.2,MAKUL
2018,155000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1195000.0,1270639,1195000,-75639,-6.0,MAKUL
2016,72321.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1599900.0,1629058,1599900,-29158,-1.8,MAKUL
2025,6001.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2565000.0,2631839,2565000,-66839,-2.5,MAKUL
2023,100000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1260000.0,1247263,1260000,12736,1.0,MAKUL
2017,96000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,1450000.0,1489189,1450000,-39189,-2.6,MAKUL
2024,43487.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1825000.0,1664868,1825000,160131,9.6,MAKUL
2021,74786.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,2050000.0,2103427,2050000,-53427,-2.5,MAKUL
2022,117000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Galeriden,2075000.0,2089303,2075000,-14303,-0.7,MAKUL
2021,88000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2150000.0,2024091,2150000,125908,6.2,MAKUL
2021,95000.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1749750.0,1651054,1749750,98695,6.0,MAKUL
2018,139000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,1799000.0,1806850,1799000,-7850,-0.4,MAKUL
2023,28000.0,1598.0,180.0,,9.0,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,2650000.0,2599513,2650000,50486,1.9,MAKUL
2017,80000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1739500.0,1669153,1739500,70346,4.2,MAKUL
2020,100000.0,1591.0,177.0,,8.9,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1751500.0,1769782,1751500,-18282,-1.0,MAKUL
2021,93000.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1635000.0,1654846,1635000,-19846,-1.2,MAKUL
2025,6015.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,2985000.0,2919723,2985000,65276,2.2,MAKUL
2024,26000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,2590000.0,2769780,2590000,-179780,-6.5,MAKUL
2016,145000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1545000.0,1579186,1545000,-34186,-2.2,MAKUL
2018,78000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1779750.0,1745979,1779750,33770,1.9,MAKUL
2020,190000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1590000.0,1644810,1590000,-54810,-3.3,MAKUL
2025,17600.0,1591.0,156.0,,8.8,,4355.0,1825.0,1580.0,,5.0,,4.0,15478.0,Hyundai,Otomatik,Elektrik,SUV,Önden Çekiş,Galeriden,1445000.0,1672492,1445000,-227492,-13.6,FIRSAT
2016,105000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1699000.0,1605038,1699000,93961,5.9,MAKUL
2020,54845.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1359000.0,1617467,1359000,-258467,-16.0,FIRSAT
2024,40000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,2500000.0,2570268,2500000,-70268,-2.7,MAKUL
2015,101000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,14838.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1198000.0,1237892,1198000,-39892,-3.2,MAKUL
2012,98500.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Galeriden,1150000.0,1121382,1150000,28617,2.6,MAKUL
2016,155000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,LPG & Benzin,SUV,AWD (Elektronik),Galeriden,1630000.0,1618332,1630000,11667,0.7,MAKUL
2025,6600.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,2175000.0,2158926,2175000,16073,0.7,MAKUL
2005,355000.0,1975.0,141.0,,11.5,,4325.0,1795.0,1680.0,,5.0,,4.0,15946.0,Hyundai,Düz,LPG & Benzin,SUV,4WD (Sürekli),Galeriden,515000.0,513892,515000,1107,0.2,MAKUL
2024,34000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,2700000.0,2699070,2700000,929,0.0,MAKUL
2023,73000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,16541.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2320000.0,2298223,2320000,21776,0.9,MAKUL
2024,26500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1379000.0,1402232,1379000,-23232,-1.7,MAKUL
2021,72000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2075000.0,2103937,2075000,-28937,-1.4,MAKUL
2020,15690.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,2175000.0,2132687,2175000,42312,2.0,MAKUL
2024,8000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1544000.0,1540999,1544000,3000,0.2,MAKUL
2006,390000.0,1991.0,112.0,,16.1,,4325.0,1830.0,1730.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,497500.0,507112,497500,-9612,-1.9,MAKUL
2016,213500.0,1995.0,185.0,,9.5,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,1480000.0,1473570,1480000,6429,0.4,MAKUL
2022,45000.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,2075000.0,2071900,2075000,3099,0.1,MAKUL
2023,65233.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1985000.0,1956087,1985000,28912,1.5,MAKUL
2024,19000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,2800000.0,2795337,2800000,4662,0.2,MAKUL
2017,125000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,AWD (Elektronik),Galeriden,1749000.0,1629282,1749000,119717,7.3,MAKUL
2024,16800.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1435000.0,1401111,1435000,33888,2.4,MAKUL
2023,32000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1449000.0,1406124,1449000,42875,3.0,MAKUL
2022,23000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1455000.0,1356684,1455000,98315,7.2,MAKUL
2023,39000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1439000.0,1427463,1439000,11536,0.8,MAKUL
2023,69500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1315000.0,1308114,1315000,6885,0.5,MAKUL
2021,62000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1319000.0,1312540,1319000,6459,0.5,MAKUL
2022,35000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,1369000.0,1367131,1369000,1868,0.1,MAKUL
2023,69500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1195000.0,1308114,1195000,-113114,-8.6,MAKUL
2022,79200.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1224950.0,1233727,1224950,-8777,-0.7,MAKUL
2023,64814.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1375000.0,1308393,1375000,66606,5.1,MAKUL
2023,125000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1199999.0,1197627,1199999,2371,0.2,MAKUL
2023,8000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1495000.0,1504499,1495000,-9499,-0.6,MAKUL
2023,70514.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1360000.0,1326825,1360000,33174,2.5,MAKUL
2023,44000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1455000.0,1443439,1455000,11560,0.8,MAKUL
2024,23965.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Yetkili Bayiden,1438000.0,1345788,1438000,92211,6.9,MAKUL
2022,58000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1248950.0,1301261,1248950,-52311,-4.0,MAKUL
2022,129500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1099000.0,1115316,1099000,-16316,-1.5,MAKUL
2023,55000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1425000.0,1421682,1425000,3317,0.2,MAKUL
2023,33000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1420000.0,1337013,1420000,82986,6.2,MAKUL
2024,14000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1539000.0,1509632,1539000,29367,1.9,MAKUL
2024,20000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1545000.0,1483319,1545000,61680,4.2,MAKUL
2023,65300.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1259000.0,1285251,1259000,-26251,-2.0,MAKUL
2022,85500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1365000.0,1359644,1365000,5355,0.4,MAKUL
2024,55000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1350000.0,1319339,1350000,30660,2.3,MAKUL
2022,95000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,1339000.0,1338575,1339000,424,0.0,MAKUL
2023,66273.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1380000.0,1275512,1380000,104487,8.2,MAKUL
2022,82200.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1265000.0,1246786,1265000,18213,1.5,MAKUL
2023,58605.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1300000.0,1295228,1300000,4771,0.4,MAKUL
2023,82000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1265000.0,1254399,1265000,10600,0.8,MAKUL
2022,29000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1299900.0,1310665,1299900,-10765,-0.8,MAKUL
2023,110000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1155000.0,1170567,1155000,-15567,-1.3,MAKUL
2022,90000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1229000.0,1243459,1229000,-14459,-1.2,MAKUL
2021,49750.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1319000.0,1359732,1319000,-40732,-3.0,MAKUL
2021,30540.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1360000.0,1418368,1360000,-58368,-4.1,MAKUL
2024,31000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1389000.0,1466004,1389000,-77004,-5.3,MAKUL
2016,92500.0,1995.0,185.0,,9.5,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,1745000.0,2054612,1745000,-309612,-15.1,FIRSAT
2010,147000.0,1991.0,150.0,,16.1,,4325.0,1830.0,1730.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,769900.0,781625,769900,-11725,-1.5,MAKUL
2023,49819.0,1598.0,180.0,,9.0,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Galeriden,2480000.0,2468408,2480000,11591,0.5,MAKUL
