Yil,Kilometre,Motor_Hacmi,Motor_Gucu,Tork,Hizlanma_0_100,Maks_Hiz,Uzunluk,Genislik,Yukseklik,Bos_Agirlik,Koltuk_Sayisi,Bagaj_Hacmi,Silindir_Sayisi,Ort_Kasko,Marka,Vites_Tipi,Yakit_Tipi,Kasa_Tipi,Cekis,Kimden,Fiyat,Tahmin_Fiyat,Gercek_Fiyat,Fark_TL,Fark_Pct,Durum
2015,174000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1249000.0,1282933,1249000,-33933,-2.6,MAKUL
2023,77000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,16769.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2050000.0,2076572,2050000,-26572,-1.3,MAKUL
2023,29000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18356.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2425000.0,2397942,2425000,27057,1.1,MAKUL
2017,195000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1165000.0,1186867,1165000,-21867,-1.8,MAKUL
2011,210000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,855750.0,855686,855750,63,0.0,MAKUL
2015,217000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1200000.0,1200934,1200000,-934,-0.1,MAKUL
2015,197000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1025000.0,1079689,1025000,-54689,-5.1,MAKUL
2017,154919.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1495000.0,1486057,1495000,8942,0.6,MAKUL
2018,144500.0,1598.0,130.0,,11.4,,4690.0,1820.0,1710.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1710000.0,1675903,1710000,34096,2.0,MAKUL
2021,170000.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Galeriden,1475000.0,1506553,1475000,-31553,-2.1,MAKUL
2013,285000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,790000.0,810945,790000,-20945,-2.6,MAKUL
2017,83700.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1610000.0,1610538,1610000,-538,-0.0,MAKUL
2013,111000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,985000.0,1009283,985000,-24283,-2.4,MAKUL
2015,199000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1200000.0,1239853,1200000,-39853,-3.2,MAKUL
2019,187430.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1365000.0,1383591,1365000,-18591,-1.3,MAKUL
2005,385000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Pick-Up,Arkadan İtiş,Sahibinden,400000.0,404135,400000,-4135,-1.0,MAKUL
2004,345000.0,2488.0,133.0,,13.0,,5090.0,1825.0,1830.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Sahibinden,450000.0,458156,450000,-8156,-1.8,MAKUL
2015,159000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1415000.0,1382951,1415000,32048,2.3,MAKUL
2016,129000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1550000.0,1551477,1550000,-1477,-0.1,MAKUL
2018,78500.0,1197.0,115.0,,12.9,,4394.0,1806.0,1590.0,,5.0,,4.0,14536.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1490000.0,1486323,1490000,3676,0.2,MAKUL
2023,37500.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,16769.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2295000.0,2268126,2295000,26873,1.2,MAKUL
2024,10000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2850000.0,2830562,2850000,19437,0.7,MAKUL
2016,86500.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,1380000.0,1400512,1380000,-20512,-1.5,MAKUL
2016,205000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1475000.0,1445957,1475000,29042,2.0,MAKUL
2010,78800.0,1598.0,115.0,,12.0,,4315.0,1780.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1000000.0,989369,1000000,10630,1.1,MAKUL
2012,74000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,975000.0,971637,975000,3362,0.3,MAKUL
2018,75000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1565.0,,5.0,,4.0,13260.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1275000.0,1273799,1275000,1200,0.1,MAKUL
2020,151000.0,1332.0,160.0,,10.1,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1435000.0,1455555,1435000,-20555,-1.4,MAKUL
2012,194500.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,975000.0,860569,975000,114430,13.3,PAHALI
2011,171000.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,825000.0,845239,825000,-20239,-2.4,MAKUL
2016,178000.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1249000.0,1202429,1249000,46570,3.9,MAKUL
2007,99000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,950000.0,939874,950000,10125,1.1,MAKUL
2005,290000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,730000.0,699271,730000,30728,4.4,MAKUL
2005,289000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,730000.0,692617,730000,37382,5.4,MAKUL
2015,216000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1085000.0,1135281,1085000,-50281,-4.4,MAKUL
2018,207000.0,1461.0,110.0,,11.9,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1150000.0,1160198,1150000,-10198,-0.9,MAKUL
2019,88000.0,1461.0,115.0,,12.3,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,1650000.0,1647527,1650000,2472,0.2,MAKUL
2014,108000.0,1197.0,115.0,,11.3,,4379.0,1800.0,1590.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1220000.0,1192157,1220000,27842,2.3,MAKUL
2007,212500.0,2488.0,144.0,,12.8,,5220.0,1850.0,1766.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,Arkadan İtiş,Sahibinden,635000.0,689464,635000,-54464,-7.9,MAKUL
2015,212000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1111000.0,1142336,1111000,-31336,-2.7,MAKUL
2014,360000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17933.0,Nissan,Otomatik,Dizel,Crossover,Önden Çekiş,Galeriden,1150000.0,1144986,1150000,5013,0.4,MAKUL
2012,339410.0,1598.0,130.0,,10.3,,4330.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,Crossover,Önden Çekiş,Galeriden,840000.0,781554,840000,58445,7.5,MAKUL
2018,134000.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Sahibinden,1399000.0,1422903,1399000,-23903,-1.7,MAKUL
2018,66400.0,1598.0,117.0,,11.5,,4135.0,1765.0,1565.0,,5.0,,4.0,13260.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1259500.0,1260954,1259500,-1454,-0.1,MAKUL
2015,110000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1550000.0,1545383,1550000,4616,0.3,MAKUL
2018,70000.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1650000.0,1667126,1650000,-17126,-1.0,MAKUL
2014,159000.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1245000.0,1233129,1245000,11870,1.0,MAKUL
2016,310000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1300000.0,1259561,1300000,40438,3.2,MAKUL
2023,55369.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Yetkili Bayiden,1440000.0,1474850,1440000,-34850,-2.4,MAKUL
2023,21000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,Cabrio,Önden Çekiş,Galeriden,2248000.0,2203226,2248000,44773,2.0,MAKUL
2014,97000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,14536.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1300000.0,1278280,1300000,21719,1.7,MAKUL
2013,310000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,700000.0,754949,700000,-54949,-7.3,MAKUL
2017,230000.0,1461.0,110.0,,11.9,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1269000.0,1251585,1269000,17414,1.4,MAKUL
2023,40000.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,15528.0,Nissan,Yarı Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,1945000.0,1963673,1945000,-18673,-1.0,MAKUL
2020,78000.0,1461.0,115.0,,13.0,,4394.0,1806.0,1590.0,,5.0,,4.0,15261.0,Nissan,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1670000.0,1750387,1670000,-80387,-4.6,MAKUL
2017,173000.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Galeriden,1290000.0,1332368,1290000,-42368,-3.2,MAKUL
2012,315000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,750000.0,750948,750000,-948,-0.1,MAKUL
2022,51000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,16769.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2080000.0,2090465,2080000,-10465,-0.5,MAKUL
2013,120000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1084750.0,1096395,1084750,-11645,-1.1,MAKUL
2014,148595.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1095000.0,1133147,1095000,-38147,-3.4,MAKUL
2013,203000.0,1598.0,117.0,,13.0,,4330.0,1780.0,1615.0,,5.0,,4.0,15761.0,Nissan,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Galeriden,950000.0,968751,950000,-18751,-1.9,MAKUL
2022,98000.0,1497.0,213.0,,7.0,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Benzin,SUV,4WD (Sürekli),Galeriden,2449000.0,2460738,2449000,-11738,-0.5,MAKUL
2015,205000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,16177.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1305000.0,1257778,1305000,47221,3.8,MAKUL
2017,172500.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1270000.0,1278041,1270000,-8041,-0.6,MAKUL
2021,45500.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Galeriden,1795000.0,1775174,1795000,19825,1.1,MAKUL
2010,191000.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,869000.0,860218,869000,8781,1.0,MAKUL
2013,182000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,899000.0,939603,899000,-40603,-4.3,MAKUL
2012,242000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,820000.0,840100,820000,-20100,-2.4,MAKUL
2015,189000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1119750.0,1178813,1119750,-59063,-5.0,MAKUL
2017,110000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1635000.0,1548278,1635000,86721,5.6,MAKUL
2013,229000.0,1598.0,130.0,,10.3,,4330.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,990000.0,987654,990000,2345,0.2,MAKUL
2016,169000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1350000.0,1291339,1350000,58660,4.5,MAKUL
2025,16800.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,2285000.0,2337938,2285000,-52938,-2.3,MAKUL
2021,84000.0,1332.0,158.0,,10.1,,4394.0,1806.0,1590.0,,5.0,,4.0,15528.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1765000.0,1766863,1765000,-1863,-0.1,MAKUL
2016,186000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1110000.0,1139767,1110000,-29767,-2.6,MAKUL
2016,195000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1295000.0,1342532,1295000,-47532,-3.5,MAKUL
2016,95000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1270000.0,1294102,1270000,-24102,-1.9,MAKUL
2011,193000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,899999.0,927039,899999,-27040,-2.9,MAKUL
2015,250000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1100000.0,1077515,1100000,22484,2.1,MAKUL
2022,49000.0,1497.0,213.0,,7.0,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Benzin,SUV,4WD (Sürekli),Galeriden,2610000.0,2618971,2610000,-8971,-0.3,MAKUL
1997,300000.0,2494.0,80.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Panelvan,4WD (Sürekli),Galeriden,155000.0,215165,155000,-60165,-28.0,FIRSAT
2012,251000.0,1461.0,110.0,,12.2,,4541.0,1780.0,1645.0,,7.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,875000.0,847076,875000,27923,3.3,MAKUL
2012,219000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,905000.0,903275,905000,1724,0.2,MAKUL
2012,241000.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,740000.0,766412,740000,-26412,-3.4,MAKUL
2020,76792.0,1497.0,163.0,,9.6,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1900000.0,1896845,1900000,3154,0.2,MAKUL
2012,139500.0,1598.0,117.0,,13.0,,4330.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1095000.0,1075495,1095000,19504,1.8,MAKUL
2025,13.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2875000.0,2792175,2875000,82824,3.0,MAKUL
2023,20000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18356.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2674750.0,2637986,2674750,36763,1.4,MAKUL
2020,97000.0,1461.0,115.0,,13.0,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1540000.0,1579090,1540000,-39090,-2.5,MAKUL
2012,315000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,750000.0,750948,750000,-948,-0.1,MAKUL
2015,85120.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,14536.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1329900.0,1287562,1329900,42337,3.3,MAKUL
2015,73000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1170000.0,1236454,1170000,-66454,-5.4,MAKUL
2013,182000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,899000.0,939603,899000,-40603,-4.3,MAKUL
2013,229000.0,1598.0,130.0,,10.3,,4330.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,990000.0,987654,990000,2345,0.2,MAKUL
2025,25000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2320000.0,2341817,2320000,-21817,-0.9,MAKUL
2024,17000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2575000.0,2567737,2575000,7262,0.3,MAKUL
2016,95000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1270000.0,1294102,1270000,-24102,-1.9,MAKUL
2012,132000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1100000.0,1076005,1100000,23994,2.2,MAKUL
2013,183000.0,1598.0,130.0,,10.3,,4330.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,999000.0,1017685,999000,-18685,-1.8,MAKUL
2016,168159.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,1100000.0,1100695,1100000,-695,-0.1,MAKUL
2014,138000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,16177.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1435000.0,1427613,1435000,7386,0.5,MAKUL
2013,280000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,739950.0,792856,739950,-52906,-6.7,MAKUL
2007,360000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,AWD (Elektronik),Galeriden,530000.0,535434,530000,-5434,-1.0,MAKUL
2012,251000.0,1461.0,110.0,,12.2,,4541.0,1780.0,1645.0,,7.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,875000.0,847076,875000,27923,3.3,MAKUL
2012,219000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,905000.0,903275,905000,1724,0.2,MAKUL
2012,241000.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,740000.0,766412,740000,-26412,-3.4,MAKUL
2020,76792.0,1497.0,163.0,,9.6,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1900000.0,1896845,1900000,3154,0.2,MAKUL
2014,139000.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1320000.0,1189012,1320000,130987,11.0,PAHALI
2017,83700.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1610000.0,1610538,1610000,-538,-0.0,MAKUL
2013,111000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,985000.0,1009283,985000,-24283,-2.4,MAKUL
2015,199000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1200000.0,1239853,1200000,-39853,-3.2,MAKUL
2019,187430.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1365000.0,1383591,1365000,-18591,-1.3,MAKUL
2005,385000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Pick-Up,Arkadan İtiş,Sahibinden,400000.0,404135,400000,-4135,-1.0,MAKUL
2004,345000.0,2488.0,133.0,,13.0,,5090.0,1825.0,1830.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Sahibinden,450000.0,458156,450000,-8156,-1.8,MAKUL
2015,159000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1415000.0,1382951,1415000,32048,2.3,MAKUL
2016,129000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1550000.0,1551477,1550000,-1477,-0.1,MAKUL
2018,78500.0,1197.0,115.0,,12.9,,4394.0,1806.0,1590.0,,5.0,,4.0,14536.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1490000.0,1486323,1490000,3676,0.2,MAKUL
2023,37500.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,16769.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2295000.0,2268126,2295000,26873,1.2,MAKUL
2024,10000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2850000.0,2830562,2850000,19437,0.7,MAKUL
